knowledge_base_name,knowledge_id,title,file_name,description,summary_status,updated_at
10-小儿眼科：斜视与弱视等,4087e8a5-4301-41ee-b910-6ecd8496e39d,Springer-Handbook of Pediatric Retinal Disease-Kenneth W Wright 2006_weknora.mhtml,Springer-Handbook of Pediatric Retinal Disease-Kenneth W Wright 2006_weknora.mhtml,"《Handbook of Pediatric Retinal Disease》由Kenneth W. Wright、Peter H. Spiegel和Lisa S. Thompson主编，Springer出版，系从《Pediatric Ophthalmology and Strabismus》第二版重印的儿科视网膜疾病实用参考书。前言指出，该手册旨在为从业者提供关于常见及罕见视网膜疾病诊断与处理的简明而详细的参考，包含大量彩色照片、表格和信息框，并附有充分参考文献；书中还特别强调了对儿童不可逆视力丧失患者家属的沟通技巧，以及利用手册内容进行患者与家庭教育。

书中节选内容涵盖多个主题。第一章“Pediatric Visual Electrophysiology”介绍了视觉电生理检查在儿科中的价值：视网膜电图反映视网膜功能，眼电图反映色素上皮功能，视觉诱发电位反映视神经至视皮层的通路功能。这些检查客观、安全、快速，可用于婴儿早期诊断、区分眼球震颤或注视不良的原因、评估弱视遮盖疗效、辅助判断头痛或功能性视力下降，并可作为基因治疗的功能评估手段。文中还解释了波形参数（潜伏期与振幅）、ISCEV等国际标准，以及针对儿童约每年1500例的测试方案。

血管性病变部分指出，儿童视网膜分支静脉阻塞极为罕见，多与高黏滞综合征、镰状血红蛋白病及视网膜静脉襻相关；先天性血管襻多位于视盘，约80%为动脉性，并发症包括动静脉阻塞、玻璃体出血、一过性黑矇及前房积血。非血管性错构瘤章节以脉络膜痣为例，描述其由神经嵴来源的良性黑色素细胞构成，临床表现为棕至石板灰色、边界清楚的扁平或轻度隆起病灶，多见于赤道后部，白种人较黑人常见。

此外，内容还涉及多种代谢性视网膜疾病的治疗，如高胱氨酸尿症、无β脂蛋白血症、Refsum病、胱氨酸病、黏多糖贮积症（骨髓移植与酶替代治疗取得进展）、Alagille综合征的维生素补充、梅毒抗生素治疗、维生素A缺乏及去铁胺视网膜毒性的处理等，并提及维生素A可能延缓常见视网膜色素变性的进展，以及基因治疗和药物治疗的未来前景。",completed,2026-08-06 12:22:34.55293+00
17-检查：眼科超声与 UBM,efa9cc31-b5de-449c-83be-10d5efe8725c,Clinical Ophthalmic Echography A Case Study Approach-Roger P. Harrie 2008_weknora.mhtml,Clinical Ophthalmic Echography A Case Study Approach-Roger P. Harrie 2008_weknora.mhtml,"该文档是《临床眼超声检查：病例研究法》（作者 Roger P. Harrie）一书的节选，主要阐述眼部超声在眼科临床中的应用价值、技术特点及其与 CT、MRI 等影像手段的比较。

文档首先强调，很多临床医生对超声检查认识不足，常将患者转诊做 CT 或 MRI。作者指出，结合病史、体格检查和超声检查，许多眼及眼周问题无需昂贵影像学检查即可确诊。文中列举超声检查的常见适应证，包括眼周疼痛、复视、闪光、漂浮物、眼球突出及眼睑肿块等。超声检查还具有显著成本优势：脑 MRI 约 1500 美元、CT 约 800 美元、颈动脉多普勒约 600 美元，而诊断性眼超声（A 超与 B 超联合，CPT 编码 76510）约 300 美元。

首个病例为 10 岁男孩因头痛和视盘隆起接受约 2 万美元的神经系统检查（包括 CT、MRI、脑血管造影和腰椎穿刺）均阴性，最终 B 超发现埋藏性钙化视神经玻璃膜疣，A 超显示眶内视神经直径正常。该病例说明超声检查在避免不必要检查方面的重要价值。

文档随后对比 A 超与 B 超：B 超可显示眼内病变的形态和空间关系，对异物、钙化等强反射物质敏感，并可用于眼眶前部肿瘤、肌炎、上眼静脉扩张等检测；标准化 A 超虽较难掌握，但能定量测量眼外肌和视神经厚度、分析肿瘤内部结构，提供其他手段难以获得的信息。设备方面，含专用 A 超探头的诊断设备优于单一 A/B 探头，价格约 2 万至 5 万美元。

另有病例涉及白内障术后人工晶状体脱位，B 超显示晶状体在玻璃体内过度活动；还有一例 75 岁女性睫状体黑色素瘤，B 超发现近球形肿块，A 超显示低而规则的内部反射伴中度自发性血管搏动，病理证实为梭形 B 型黑色素瘤，因肿瘤过大行眼球摘除术。

文档还涉及眼眶创伤影像学，强调骨折需同时获取骨窗和软组织窗，眼眶内气体提示眶—窦沟通；需排查眶内异物；外伤性视神经病变可能伴视神经管骨折。儿童最常见的良性眶肿瘤为毛细血管瘤，最常见的恶性眶肿瘤为横纹肌肉瘤。颈动脉海绵窦瘘可表现为上眼静脉增宽和眼球突出，彩色多普勒可显示动脉化血流，血管造影仍是金标准。总结指出，CT 最适合骨性病变，MRI 利于软组织评估，超声是有力辅助手段。",completed,2026-08-06 09:10:07.119971+00
09-神经眼科,8a8d1325-f6e6-4c42-a231-8f9977a99a33,Manual of Neuro-ophthalmology-Amar Agarwal、Athiya Agarwal 2008_weknora.mhtml,Manual of Neuro-ophthalmology-Amar Agarwal、Athiya Agarwal 2008_weknora.mhtml,"该文档是《Manual of Neuro-ophthalmology》（神经眼科学手册）的部分内容，由 Amar Agarwal 与 Athiya Agarwal 编写，Uday Devgan 撰写前言，并由 Jaypee Brothers Medical Publishers 出版。前言指出神经眼科学是一门复杂的亚专科，需要敏锐的临床观察和细致思考；本书旨在面向从医学生到执业眼科医生的广泛读者群体。作者在序言中说明，编写本书是为了帮助读者更轻松地理解神经眼科学这一难点。

正文内容涵盖三大部分：

第一部分介绍眼球运动的核上通路。文档区分了从大脑皮层到脑神经核的核上通路（相当于上运动神经元通路）与从脑神经核到眼外肌的核下通路（相当于下运动神经元通路），并指出脑神经核受损会产生类似下运动神经元病变的表现。书中列出五种核上眼球运动系统：扫视系统、追踪系统、会聚系统、非视觉反射系统和位置维持系统。其中扫视系统又称快速眼球运动系统，负责快速命令性眼球运动，起自额叶，经额叶-中脑通路传导；水平扫视由额叶皮层等结构控制。

第二部分讲解三叉神经的解剖。内容包括三叉神经的运动核与感觉核的位置、神经在脑桥水平的出脑部位、三叉神经半月节（Meckel腔）以及与下颌神经的关系。其中眼神经（V1）在海绵窦内接收交感纤维，并借道眶上裂进入眼眶，分为泪腺神经、额神经和鼻睫神经三支，文档还详述了各分支的走行与分布。

第三部分涉及神经系统影像学中的炎症与脱髓鞘疾病鉴别。结节病可表现为脑室周围或胼胝体周围卵圆形病灶（类似 Dawson 指状征），累及视交叉和视神经较多见，需与多发性硬化、系统性红斑狼疮、淋巴瘤等鉴别，软脑膜受累提示结节病可能。弓形虫病的典型影像为单发或多发环形强化灶伴周围水肿，呈“靶征”，主要需与原发性中枢神经系统淋巴瘤鉴别。急性播散性脑脊髓炎（ADEM）则多为病毒感染或疫苗接种后急性单相病程，常见于儿童和青少年，MRI 显示皮质下融合性高信号病灶，可与多发性硬化相区分。",completed,2026-08-06 09:26:28.978785+00
11-整形与泪道,69c275e1-853d-43d7-a6af-1a2558131e4a,泪道手术图谱-R.K. Weber 2010_weknora.mhtml,泪道手术图谱-R.K. Weber 2010_weknora.mhtml,"《泪道手术图谱》中文版是一部由R.K. Weber、R. Keerl、S.D. Schaefer、R.C. Della Rocca等国际专家主编，陶海、侯世科主译，吴海洋、马志中审阅的眼科手术学专著，由北京科学技术出版社于2010年出版。全书共13章，含插图232幅、表格20个，附手术操作录像DVD及主题索引，内容涉及眼科、耳鼻喉科、整形科和放射科等多个领域。

该书内容涵盖泪道的解剖学、生理学、病理生理学和诊断学特点，并系统介绍了鼻泪管探通与置管、泪囊鼻腔造口术、儿童泪囊鼻腔造口术、激光辅助泪囊鼻腔造口术、结膜泪囊鼻腔吻合术及伴Jones管置入、泪道外伤修复等手术操作，还包括鼻内窥镜下泪囊鼻腔造口术的并发症处理、泪道显微内窥镜应用及泪道介入放射学研究进展，为临床医生提供了阶梯式诊疗方案。

书前部分强调，泪道外科需要眼科、耳鼻喉科及整形外科的跨学科合作，其目标是针对不同部位狭窄、肿瘤或外伤导致的泪溢，为每位患者制定个性化手术方案。译序和译者前言指出，国内泪道病诊治虽有进展，但在基础研究和某些先进手术技术方面与国外仍有差距，翻译出版此书有助于吸纳国际先进理论与技术。

从所摘录的章节内容看，解剖生理部分重点阐述了泪膜的结构与功能，包括脂质层、水液层、黏蛋白层，以及黏蛋白和TFF肽在泪膜稳定、抗菌防御中的作用；同时说明泪囊和鼻泪管周围海绵体血管丛通过膨胀和收缩调节泪液引流。诊断部分介绍了Schirmer试验、泪膜破裂时间、孟加拉红染色、溶菌酶溶胞试验等检查方法，并强调应明确阻塞位置和程度后选择相应手术方式。探通与置管部分针对先天性鼻泪管阻塞，介绍了Hasner瓣阻塞这一常见原因及操作要点，如先探上泪小管、避免损伤泪小管垂直部、防止形成假道等。泪道内窥镜部分则介绍了内窥镜设备、铒YAG激光等治疗工具，以及正常和病理状态下的内镜下表现。",completed,2026-08-06 21:55:20.708755+00
05-青光眼,a0b16ded-0ab9-4e7a-92bb-ec863bc741ca,"Becker-Shaffer's Diagnosis and Therapy of the Glaucomas-Robert L. Stamper, Marc F. Lieberman and Michael V. Drake 2009_weknora.mhtml","Becker-Shaffer's Diagnosis and Therapy of the Glaucomas-Robert L. Stamper, Marc F. Lieberman and Michael V. Drake 2009_weknora.mhtml","本摘要基于《Becker-Shaffer青光眼诊断与治疗》一书的节选，涵盖青光眼定义分类、流行病学、主要临床试验、发育性青光眼及手术技术等专题。

在定义与分类方面，文本指出青光眼概念在过去百年间持续演变，原义为""混浊""，如今并非单一疾病，而是一组临床表现、病理生理和治疗各异，但共同具有视神经盘凹陷萎缩及相应视野缺损的疾病。本书将青光眼定义为可通过充分降低眼压而阻止或减轻的视神经结构或功能完整性障碍。原发性开角型青光眼被明确界定为一种在房角开放情况下发生的多因素视神经病变，以视神经特征性获得性萎缩和视网膜神经节细胞丧失为特点；而其他类型青光眼（尤其继发性青光眼）则首先以眼压升高来定义。原发性青光眼通常双侧且与遗传易感性相关，继发性青光眼常为单侧、后天获得。眼压由房水生成速率、房水流出阻力及巩膜静脉压共同决定，眼压升高通常源于房水流出阻力增加。

流行病学方面，青光眼是全球第二大致盲",completed,2026-08-06 05:56:56.723117+00
04-屈光与视光：近视、接触镜与低视力,ca1a2bd3-4a79-42bd-a10a-303e67e817b9,"Vision Rehabilitation-Penelope S. Suter, Lisa H. Harvey 2011_weknora.mhtml","Vision Rehabilitation-Penelope S. Suter, Lisa H. Harvey 2011_weknora.mhtml","本书《视觉康复：脑损伤患者的多学科护理》（Vision Rehabilitation: Multidisciplinary Care of the Patient Following Brain Injury）探讨了脑损伤后视觉功能障碍的评估与康复。该书核心内容涵盖了神经可塑性理论、视光干预手段以及多学科协作在患者康复中的重要性。

本书的主要观点包括：

1.  **神经可塑性与康复潜力**：现代科学研究已证实成人大脑具有神经可塑性，即大脑能够通过学习、练习和反馈进行重组。这一发现推翻了传统认为成人脑损伤后无法恢复的观点，为视光康复提供了理论支撑。
2.  **视觉在脑损伤康复中的关键作用**：脑损伤常导致视觉技能受损，如复视、空间感知障碍、阅读困难及注意力问题。由于视觉引导运动的过程多为潜意识，这些视觉损伤往往被忽视，导致物理治疗或职业治疗效果受限。因此，将视光康复纳入多学科护理体系至关重要。
3.  **视光评估与治疗技术**：书中详细介绍了多种评估工具（如Saladin卡片、Brock姿势板等）及治疗方法。治疗手段包括视觉训练（旨在改善双眼视觉、空间感知和视觉运动技能）以及光学辅助工具（如棱镜、遮盖片等），用于处理光敏感、视野缺失和眼位偏斜等问题。
4.  **临床决策原则**：在制定治疗方案时，临床医生应遵循“测试应尽可能模拟患者日常生活视觉需求”的原则。书中提供了一个概念性决策框架，建议优先尝试非棱镜治疗，若无法满足需求，再考虑棱镜应用或遮盖疗法，以缓解复视和视觉混乱。

总之，本书强调了视光专业在脑损伤康复中的独特价值，主张通过科学的评估与针对性的视觉训练，帮助患者重建视觉功能，从而改善其整体生活质量和空间适应能力。",completed,2026-08-06 03:34:27.432971+00
02-角膜与眼表,4b669a71-347e-4fa0-901a-8ca5ae0a1b0b,角膜病图谱-张文华 2010_weknora.mhtml,角膜病图谱-张文华 2010_weknora.mhtml,"",completed,2026-08-06 21:52:02.449793+00
06-眼底病与视网膜内科,272db84b-e04e-4d9c-b5fc-b60462adfdfd,Retinal and Choroidal Manifestations of Selected Systemic Diseases-J. Fernando Arevalo 2013_weknora.mhtml,Retinal and Choroidal Manifestations of Selected Systemic Diseases-J. Fernando Arevalo 2013_weknora.mhtml,"《视网膜与脉络膜的全身性疾病表现》一书由J. Fernando Arévalo主编，汇集了国际专家团队的临床经验与研究成果，旨在探讨全身性疾病在眼部的具体表现及其发病机制。该书强调了眼科检查在全身性疾病诊断中的重要性，并指出随着影像学技术（如超声、血管造影等）的进步，临床医生能够更精确地识别视网膜与脉络膜的微小病变，从而改善患者的预后。

该书涵盖了多种全身性疾病的眼部表现，主要内容包括：

1.  **感染性与炎症性疾病**：详细讨论了艾滋病（HIV/AIDS）及其并发症（如巨细胞病毒视网膜炎、免疫恢复性葡萄膜炎）、弓形虫病、结核病、结节病、白塞病以及内源性眼内炎等。
2.  **肿瘤与副肿瘤综合征**：分析了原发性玻璃体视网膜淋巴瘤（PVRL）、视网膜及脉络膜转移癌、自身免疫性视网膜病变以及副肿瘤综合征（如MAR和CAR）的临床特征与发病机制。
3.  **代谢与遗传性疾病**：探讨了糖尿病视网膜病变、Alport综合征、胱氨酸病以及纤毛病（如Senior-Loken综合征）等引起的眼肾相关病变，阐述了基因缺陷与结构异常如何导致视网膜与肾脏功能受损。
4.  **血管性与全身性病变**：涵盖了高血压视网膜病变、系统性红斑狼疮、结节性多动脉炎、韦格纳肉芽肿及其他微血管病变。书中特别指出，许多全身性疾病（如肾脏疾病、妊娠期改变及药物毒性）均可导致视网膜与脉络膜的继发性损害。

全书通过整合临床观察、遗传学、分子生物学及组织病理学证据，为眼科医生、视网膜专家及相关领域医师提供了权威的参考资料。该书不仅总结了当前的诊疗标准，还提出了未来临床与实验研究的方向，旨在通过多学科协作提升对复杂全身性疾病的预防与管理水平。",completed,2026-08-05 23:34:46.659187+00
13-眼外伤与急症,83bbb414-eecd-4e54-a2aa-3a967f95ffeb,Springer-Ocular Traumatology-Ferenc Kuhn 2008_weknora.mhtml,Springer-Ocular Traumatology-Ferenc Kuhn 2008_weknora.mhtml,"《眼外伤学》（Ocular Traumatology）是Ferenc Kuhn编著的眼科专著。书中前言部分指出，该书虽沿用前作《眼外伤：原理与实践》的部分体例（如以组织而非眼前节/眼后节划分章节），但大部分内容为新增且由作者独自撰写以保证风格统一。作者强调，手术应以恢复整个眼球解剖与功能为终点，而不能只满足于伤口缝合；医生需在术前自问是否有能力完成最佳手术，并重视“为什么”而不仅是“何时、何物、如何”。前言还分析了眼外伤领域的困难：通用原则多而具体指导少、成功率低于白内障手术、需在设备有限条件下长时间手术、患者焦虑且期望不切实际、医患信任需偶然建立并须靠沟通技巧赢得；术中因角膜水肿、晶状体混浊和玻璃体出血等导致可视性差。尽管如此，作者认为成功救治“无望”眼伤带来的成就感是这一领域的独特吸引力，并指出美国医学院校中仅不到三分之一要求正规眼科训练。

书中的手术技术部分涉及人工晶状体（IOL）脱位至玻璃体腔的处理：可经睫状体平坦部或角膜缘取出，也可在晶状体囊袋完整时用镊子抓持襻、旋转180°后将襻复位入囊袋；还可通过巩膜隧道或睫状体平坦部巩膜切口将襻外置并埋藏固定，内窥镜对此类操作有重要辅助作用。注意事项包括：仔细评估晶状体损伤以选择最佳治疗、避免在晶状体摘除时误吸玻璃体、不要急于摘除晶状体。

身体创伤所致眼部并发症一节描述了黄斑部灰白肿胀、直径小于100微米的火山口样凹陷伴视网膜色素上皮改变，伤后荧光造影可见小范围高荧光；该病无已知治疗，视力多恢复至20/20。文中提醒，怀疑虐待儿童时应仔细检查；玻璃体或黄斑出血是否手术需权衡利弊；身体创伤可造成多种眼部后遗症，严重时可致命，婴幼儿受虐者甚至可能死亡。

文末为勘误：更正图1.9.1、“Controversial”定义（新鲜眼内异物一般不应留置，但若异物确认惰性、无眼内炎风险且未造成眼内病变，则手术可能比异物本身带来更多并发症），以及表2.17.3细菌性外伤性眼内炎的药物治疗剂量，包括玻璃体腔内注射头孢他啶2.2mg/0.1ml、万古霉素1-2mg/0.1ml、地塞米松0.4mg/0.1ml，以及灌注液、结膜下、局部、口服莫西沙星和静脉给药方案。",completed,2026-08-06 10:06:46.544672+00
02-角膜与眼表,87d16915-e2b3-4029-84fb-b10835fabcd0,Aravind's Atlas of Fungal Corneal Ulcers - Clinical Features and Laboratory Identification Methods-Lalitha Prajna 等 2008_weknora.mhtml,Aravind's Atlas of Fungal Corneal Ulcers - Clinical Features and Laboratory Identification Methods-Lalitha Prajna 等 2008_weknora.mhtml,"本文件为《Aravind真菌性角膜溃疡图谱：临床特征与实验室鉴定方法》（Aravind’s Atlas of Fungal Corneal Ulcers）一书的节选，作者为印度马杜赖Aravind眼科医院角膜与外眼病科及眼微生物学部门的Lalitha Prajna、Vijayakumar、N Venkatesh Prajna和M Srinivasan，由Jaypee Brothers医学出版社于2008年出版。

前言与引言指出，世界卫生组织将角膜疾病列为仅次于白内障的主要致盲原因，眼外伤与角膜溃疡每年导致150万至200万新发角膜盲病例。真菌性角膜炎在亚洲尤其是南印度构成严重的致盲眼病，占南印度全部中央角膜溃疡的44%。早期识别真菌性角膜病变有助于及时治疗，诊断需结合临床发现与溃疡部位的真菌分离，通过角膜刮片、染色及培养可早期确诊；PCR和共聚焦显微镜虽为新的快速诊断手段，但价格昂贵，难以在真菌性角膜炎高发地区普及。

引言部分提供了流行病学数据：Srinivasan等（2004）的研究显示，镰刀菌属（Fusarium，47%）和曲霉属（Aspergillus，16%）是主要病原，南印度真菌性角膜炎的病原比例显著高于尼泊尔（17%）、孟加拉国（36%）、加纳（37.6%）及南佛罗里达（35%）。局部危险因素包括外伤、隐形眼镜和局部类固醇使用，常与植物相关的轻微外伤在丝状真菌感染中作用突出；农业劳动者及农产品仓库工作人员尤其高危。发病存在气候与季节差异，印度以9至10月收获季为高峰。

书中按章节具体描述多种真菌：Curvularia irregularis菌落生长迅速、呈棉絮状白色，显微镜下可见透明、短小、无柄、分隔的分生孢子梗，着生成簇的淡褐色、多为双细胞、梨形或三角形分生孢子，南印度Tiruchirapalli和Vellore先后报道过该菌所致角膜炎病例；枝孢霉属（Cladosporium）是引起角膜炎和眼内炎最常见的暗色真菌之一，在马铃薯葡萄糖琼脂上25℃生长适中，菌落呈绒状至粉状、橄榄绿至黑色，分生孢子椭圆形至圆柱形、淡褐至深褐色，具深色脐点，呈易分离的分枝链状排列；炭疽菌属（Colletotrichum）通常与外伤相关，可表现为角膜炎或皮下病变，并以外伤性植入后的角膜炎为主，已有五种该属菌种感染人类的报道。

文末还包含真菌学形态学术语表，对分生孢子梗、孢子囊、假根、菌核、盾形细胞、酵母及接合孢子等概念给出了定义。",completed,2026-08-06 08:46:39.840508+00
06-眼底病与视网膜内科,b6434337-5900-490c-9c74-2c707e01ff06,Springer-OCT in AMD-Gabriel Coscas 2009_weknora.mhtml,Springer-OCT in AMD-Gabriel Coscas 2009_weknora.mhtml,"该文档为《年龄相关性黄斑变性中的光学相干断层扫描》（OCT in AMD）一书的年度报告内容，由Gabriel Coscas教授及其团队编写，法国眼科学会年度报告出版。文档涵盖前言、临床病例分析以及多种OCT设备的技术介绍。

前言部分指出，尽管基础与临床研究不断推进，AMD的病因、病理生理、临床特征及自然病程仍不完全清楚，因此早期诊断对优化新治疗方案至关重要。书中通过对比普通眼底照相、自发荧光、荧光素血管造影和吲哚菁绿血管造影，系统阐述了OCT提供的信息。文档将OCT的发展划分为三个阶段：第一阶段为间接征象的显示，即渗出和积液（曾被不恰当地称为“视网膜”增厚）；第二阶段借助频域OCT获得更清晰的病灶、脱离及炎性反应图像，并能与血管造影精确对应；第三阶段刚起步，侧重于外层视网膜改变及光感受器细胞损伤的分析与监测。

临床病例部分展示了“中等大小隐匿性脉络膜新生血管（CNV）”的18个月延长抗VEGF治疗过程。患者在第2次注射后出现短暂恶化，视力下降且液体持续移位；第6次注射后视力显著改善，视网膜内积液吸收，色素上皮脱离（PED）塌陷；第2年虽病灶看似稳定，但出现复发，频域OCT显示IS/OS界面和外界膜局部断裂或增厚，外核层被高反射物质及亮高反射点侵犯，提示CNV复发。继续每2个月一次注射后，视力稳定在20/40，PED持续存在但被认为与缓慢瘢痕化有关，而非新并发症。

技术部分介绍了多种频域OCT设备：OTI Spectral OCT/SLO可整合微视野计，将视网膜功能与厚度图关联，并支持3D地形图/断层图及青光眼视盘和神经纤维层分析；比较表列出了频域OCT与Stratus时域OCT的技术差异，如扫描速度（18,000–40,000次/秒 vs 400次/秒）、分辨率及3D分析能力；Cirrus HD-OCT则强调高清、高分辨率、眼底图像引导精确定位及ILM和RPE分层等功能。",completed,2026-08-06 08:12:02.136392+00
12-眼眶与眼肿瘤,80b10608-e057-4373-b611-479989f271ad,Clinical Ophthalmic Oncology-Singh、Damato、Pe'er、Murphree、Perry 2007_weknora.mhtml,Clinical Ophthalmic Oncology-Singh、Damato、Pe'er、Murphree、Perry 2007_weknora.mhtml,"《Clinical Ophthalmic Oncology》是由Arun D. Singh等多位编者合作完成的一部眼肿瘤学教科书，由Saunders Elsevier于2007年出版，汇集了来自18个国家的124位作者的贡献。该书旨在整合多个学科的知识，涵盖眼睑、结膜、眼内及眼眶肿瘤的完整谱系。全书结构上，开篇部分专门介绍癌症的基本原理，包括流行病学、病理学、免疫学、遗传学以及激光治疗、放射治疗和化学治疗的原则；后续章节则按肿瘤部位分别讨论眼睑、结膜、葡萄膜、视网膜和眼眶肿瘤。每个章节采用统一版式，以文本框突出关键特征、表格进行比较、流程图概括治疗路径，并纳入放疗科、医学物理、儿科肿瘤等专家的章节以拓展视野。前言指出，该书以循证医学为导向，旨在帮助多学科团队更好地协作，并激励该领域进一步研究。

书中节选内容涉及多个具体主题。在临床流行病学原理章节中，作者强调研究问题应明确界定，并可采用PICO框架（患者、干预、对照、结局）构建；常用的结局指标包括患病率、发病率、死亡率、生存率、生活质量及视力。文中以葡萄膜黑色素瘤和视网膜母细胞瘤为例说明这些指标的应用。弥漫性脉络膜血管瘤的治疗部分提到光动力疗法具有避免放射、操作简便、副作用少等优点，短期效果良好，但需长期大样本观察评估疗效；该病常合并Sturge-Weber综合征，预后涉及难治性癫痫、发育迟缓及因渗出性视网膜脱离导致的视力丧失。葡萄膜神经肿瘤章节区分了神经纤维瘤与施万细胞瘤的临床病理特征，并重点讨论1型神经纤维瘤病的葡萄膜表现，包括Lisch结节、脉络膜亮斑（需通过红外扫描激光眼底镜或吲哚菁绿血管造影观察），以及罕见的脉络膜神经纤维瘤和节细胞神经瘤。眼眶手术章节介绍了多种手术入路，如经结膜的上内侧、下外侧及下内侧入路，强调沿皮肤松弛张力线和隐藏结膜切口可接近几乎所有眼眶肿瘤；对于眶尖肿瘤需采用上睑皱襞或下结膜入路，必要时行外侧骨切开或经额颅切开术。作者总结，凭借显微手术技术、改良器械及对眶解剖的掌握，大多数眼眶肿瘤无需骨切开即可安全切除。",completed,2026-08-06 10:51:04.487779+00
01-眼科综合：基础与全身病,8c3fdfda-33ad-4788-99b8-09531076972b,Clinical Ocular Toxicology-Fraunfelder Fraunfelder Chambers 2008_weknora.mhtml,Clinical Ocular Toxicology-Fraunfelder Fraunfelder Chambers 2008_weknora.mhtml,"本文内容出自临床眼科毒理学参考文献，涵盖药效学基础理论及多种药物的眼部不良反应。

**药效学原理**：药效学定义为活性药物组织浓度与其药理效应之间的定量关系。药物作用靶点多样，包括膜蛋白受体、离子通道、细胞内骨架结构、酶、DNA启动子区域及信使RNA等。生物技术药物（""生物制剂""）可针对特定细胞因子、表面受体或信号转导关键环节，但存在抗原性风险。药物按作用方式分为激动剂、拮抗剂、部分激动剂、反向激动剂、变构调节剂及酶抑制剂/激活剂等类别；竞争性拮抗可被增加激动剂浓度所克服，非竞争性拮抗则不能。受体主要分为四型：直接偶联离子通道的1型受体、经G蛋白偶联的2型受体、直接偶联酶的3型受体，以及位于核内或胞质中通过DNA偶联基因转录的4型受体。药物-受体结合触发信号转导级联反应。

**ACE抑制剂**：全身给药可致视力下降、眼睑血管神经性水肿、棕色变色、睑结膜炎、荨麻疹、类天疱疮损害、结膜炎、光敏反应及视幻觉等。该类药引起累及眼和眼球的血管性水肿发生率较高，常伴面部荨麻疹；结膜炎是最常见的眼部不良事件。

**可乐定**：全身用于高血压治疗，局部滴眼曾研究性用于降低眼压。全身给药的眼部反应包括视力下降、眼压降低、血管神经性水肿、荨麻疹、眼部刺激感、视幻觉、瞳孔缩小及异常眼电图等；局部用药可致视物模糊、眼压降低、刺激感、滤",completed,2026-08-06 09:02:03.255819+00
01-眼科综合：基础与全身病,d57f9a96-7e5b-4ee6-90c7-865a269ffb54,Handbook of Nutrition and Ophthalmology-Richard D. Semba 2007_weknora.mhtml,Handbook of Nutrition and Ophthalmology-Richard D. Semba 2007_weknora.mhtml,"《Handbook of Nutrition and Ophthalmology》（《营养与眼科学手册》）由约翰斯·霍普金斯大学威尔默眼科研究所的Richard D. Semba教授独著，是“Nutrition and Health”系列中第三部以“Handbook”命名的综合卷。丛书引言指出，该书的使命在于为健康专业人员提供关于营养与眼健康的权威参考，具备详尽参考文献、表格、索引，并强调基于全部证据而非单项研究的结论。

前言部分回顾了学科发展脉络：早在1851年检眼镜发明之前，干眼病等营养缺乏已被视为视力丧失的重要病因；但直到20世纪70年代起，营养与慢性眼病（如白内障、年龄相关性黄斑变性）的关系才通过大规模人群研究（如Beaver Dam、Blue Mountains研究）和随机对照试验（如AREDS）得到系统验证。这得益于眼底和晶状体照片分级标准化方案以及营养流行病学工具的完善。

文档随后涉及糖尿病视网膜病变的流行病学内容。随着肥胖流行，糖尿病患病率不断上升，全球糖尿病患者估计有1.5亿至2亿，预计到2025年增至3亿，增幅最大的地区为亚洲、非洲和拉丁美洲。代谢综合征被定义为2型糖尿病、糖耐量受损或胰岛素抵抗中的至少一项，加上高血压、肥胖、高甘油三酯/低HDL或微量白蛋白尿等多项指标；美国成人中代谢综合征患病率约为23.7%，60至69岁人群达43.5%。患有代谢综合征的糖尿病患者发生糖尿病视网膜病变的风险更高。1997年美国糖尿病直接医疗支出达441亿美元，且肥胖会进一步增加2型糖尿病患者视网膜病变风险。

在先天性代谢缺陷方面，文档描述了枫糖尿症：其眼部表现包括视神经萎缩、眼肌麻痹、斜视、眼球震颤和皮质性盲，治疗以限制亮氨酸、异亮氨酸和缬氨酸摄入为主，并试用硫胺素。钼辅因子缺乏和孤立性亚硫酸盐氧化酶缺乏则与严重神经异常、球形晶状体和晶状体异位相关，前者无法通过饮食逆转，后者限制含硫氨基酸摄入有一定效果。家族性高赖氨酸血症可致晶状体半脱位，限制蛋白质摄入虽可降低血浆赖氨酸，但长期发育可能不受影响。

结论部分指出，部分先天性代谢缺陷可通过营养干预降低视力丧失风险或延缓疾病进展，而另一些则效果有限；未来研究重点包括Refsum病的发病机制、植烷酸限制饮食的长期眼病效果、半乳糖完全去除饮食的疗效，以及Menkes综合征的有效治疗。",completed,2026-08-06 11:06:57.626531+00
